,name,sex,births,year
4812,Mark,M,1841,1964
4813,Susan,F,924,1964
4814,Ronald,M,212,1964
4815,Janelle,F,196,1964
4816,John,M,1688,1964
4817,Donna,F,900,1964
4818,Joseph,M,192,1964
4819,Michele,F,194,1964
4820,Paul,M,1633,1964
4821,Michelle,F,867,1964
4822,Adam,M,191,1964
4823,Belinda,F,185,1964
4824,Stephen,M,1343,1964
4825,Julie,F,852,1964
4826,Daniel,M,179,1964
4827,Lee,F,176,1964
4828,Robert,M,1342,1964
4829,Leanne,F,771,1964
4830,Ross,M,179,1964
4831,Denise,F,175,1964
4832,Craig,M,1161,1964
4833,Lisa,F,666,1964
4834,Patrick,M,178,1964
4835,Maree,F,174,1964
4836,Anthony,M,1103,1964
4837,Kim,F,663,1964
4838,Simon,M,177,1964
4839,Rhonda,F,167,1964
4840,Andrew,M,1058,1964
4841,Catherine,F,661,1964
4842,Dean,M,176,1964
4843,Leonie,F,162,1964
4844,Gregory,M,979,1964
4845,Joanne,F,648,1964
4846,Russell,M,161,1964
4847,Anna,F,160,1964
4848,Steven,M,777,1964
4849,Tracey,F,618,1964
4850,Tony,M,153,1964
4851,Jo,F,160,1964
4852,Wayne,M,720,1964
4853,Sandra,F,612,1964
4854,Darryl,M,141,1964
4855,Alison,F,158,1964
4856,Christopher,M,715,1964
4857,Elizabeth,F,582,1964
4858,Thomas,M,138,1964
4859,Sally,F,148,1964
4860,Brett,M,707,1964
4861,Linda,F,577,1964
4862,Malcolm,M,138,1964
4863,Megan,F,141,1964
4864,Ian,M,610,1964
4865,Deborah,F,565,1964
4866,Douglas,M,137,1964
4867,Katherine,F,138,1964
4868,Richard,M,604,1964
4869,Helen,F,490,1964
4870,Donald,M,135,1964
4871,Barbara,F,137,1964
4872,James,M,602,1964
4873,Maria,F,471,1964
4874,Edward,M,135,1964
4875,Gail,F,135,1964
4876,Scott,M,586,1964
4877,Robyn,F,463,1964
4878,Leslie,M,120,1964
4879,Tanya,F,129,1964
4880,Glenn,M,499,1964
4881,Christine,F,438,1964
4882,Keith,M,119,1964
4883,Colleen,F,125,1964
4884,William,M,419,1964
4885,Anne,F,425,1964
4886,Sean,M,118,1964
4887,Frances,F,124,1964
4888,Kevin,M,415,1964
4889,Mary,F,417,1964
4890,Nicholas,M,113,1964
4891,Therese,F,124,1964
4892,Darren,M,409,1964
4893,Wendy,F,411,1964
4894,Terry,M,111,1964
4895,Janet,F,122,1964
4896,Gary,M,388,1964
4897,Vicki,F,393,1964
4898,Murray,M,102,1964
4899,Ruth,F,122,1964
4900,David,M,2667,1963
4901,Karen,F,1152,1963
4902,Ronald,M,216,1963
4903,Narelle,F,207,1963
4904,Peter,M,2038,1963
4905,Susan,F,1097,1963
4906,Graeme,M,213,1963
4907,Alison,F,196,1963
4908,Michael,M,2034,1963
4909,Jennifer,F,1005,1963
4910,Allan,M,207,1963
4911,Denise,F,195,1963
4912,Mark,M,1943,1963
4913,Sharon,F,965,1963
4914,Ross,M,205,1963
4915,Carol,F,193,1963
4916,John,M,1626,1963
4917,Julie,F,823,1963
4918,Martin,M,202,1963
4919,Maree,F,190,1963
4920,Paul,M,1378,1963
4921,Donna,F,805,1963
4922,Patrick,M,202,1963
4923,Rhonda,F,187,1963
4924,Stephen,M,1340,1963
4925,Leanne,F,750,1963
4926,Adam,M,182,1963
4927,Janelle,F,185,1963
4928,Robert,M,1272,1963
4929,Deborah,F,696,1963
4930,Thomas,M,181,1963
4931,Michele,F,177,1963
4932,Gregory,M,1067,1963
4933,Michelle,F,685,1963
4934,Joseph,M,175,1963
4935,Leonie,F,170,1963
4936,Anthony,M,1024,1963
4937,Catherine,F,680,1963
4938,Tony,M,174,1963
4939,Lee,F,160,1963
4940,Andrew,M,965,1963
4941,Joanne,F,634,1963
4942,Daniel,M,158,1963
4943,Melissa,F,159,1963
4944,Craig,M,862,1963
4945,Linda,F,622,1963
4946,Malcolm,M,152,1963
4947,Sally,F,157,1963
4948,Steven,M,746,1963
4949,Lisa,F,611,1963
4950,Russell,M,142,1963
4951,Barbara,F,156,1963
4952,Brett,M,662,1963
4953,Tracey,F,606,1963
4954,Donald,M,135,1963
4955,Anna,F,156,1963
4956,Christopher,M,658,1963
4957,Elizabeth,F,596,1963
4958,Dean,M,134,1963
4959,Janet,F,152,1963
4960,Wayne,M,646,1963
4961,Kim,F,573,1963
4962,Simon,M,133,1963
4963,Rosemary,F,152,1963
4964,Glenn,M,621,1963
4965,Sandra,F,567,1963
4966,Edward,M,132,1963
4967,Katherine,F,149,1963
4968,Ian,M,613,1963
4969,Christine,F,521,1963
4970,Douglas,M,132,1963
4971,Bronwyn,F,148,1963
4972,Richard,M,593,1963
4973,Robyn,F,467,1963
4974,Darryl,M,132,1963
4975,Heather,F,147,1963
4976,James,M,533,1963
4977,Wendy,F,458,1963
4978,Leslie,M,126,1963
4979,Colleen,F,146,1963
4980,Scott,M,532,1963
4981,Vicki,F,452,1963
4982,Murray,M,119,1963
4983,Roslyn,F,138,1963
4984,Geoffrey,M,467,1963
4985,Helen,F,435,1963
4986,Terry,M,118,1963
4987,Tania,F,132,1963
4988,Brian,M,443,1963
4989,Maria,F,434,1963
4990,Nicholas,M,113,1963
4991,Janine,F,131,1963
4992,Rodney,M,408,1963
4993,Margaret,F,414,1963
4994,Ricky,M,107,1963
4995,Jo,F,130,1963
4996,Gary,M,406,1963
4997,Anne,F,407,1963
4998,Dennis,M,103,1963
4999,Gail,F,129,1963
5000,David,M,2810,1962
5001,Jennifer,F,1138,1962
5002,Grant,M,225,1962
5003,Alison,F,219,1962
5004,Peter,M,2080,1962
5005,Karen,F,1112,1962
5006,Stuart,M,221,1962
5007,Ann,F,214,1962
5008,Michael,M,2040,1962
5009,Susan,F,1059,1962
5010,Allan,M,215,1962
5011,Denise,F,213,1962
5012,Mark,M,2007,1962
5013,Sharon,F,938,1962
5014,Martin,M,201,1962
5015,Belinda,F,206,1962
5016,John,M,1798,1962
5017,Julie,F,930,1962
5018,Patrick,M,191,1962
5019,Michele,F,198,1962
5020,Stephen,M,1513,1962
5021,Donna,F,756,1962
5022,George,M,188,1962
5023,Barbara,F,189,1962
5024,Paul,M,1363,1962
5025,Deborah,F,747,1962
5026,Malcolm,M,182,1962
5027,Janelle,F,177,1962
5028,Robert,M,1310,1962
5029,Michelle,F,731,1962
5030,Joseph,M,176,1962
5031,Tanya,F,176,1962
5032,Gregory,M,1126,1962
5033,Catherine,F,696,1962
5034,Thomas,M,163,1962
5035,Gail,F,171,1962
5036,Anthony,M,1106,1962
5037,Kim,F,647,1962
5038,Russell,M,161,1962
5039,Maree,F,171,1962
5040,Andrew,M,896,1962
5041,Joanne,F,640,1962
5042,Terry,M,159,1962
5043,Angela,F,170,1962
5044,Craig,M,883,1962
5045,Leanne,F,631,1962
5046,Daniel,M,148,1962
5047,Lee,F,167,1962
5048,Steven,M,759,1962
5049,Sandra,F,583,1962
5050,Tony,M,147,1962
5051,Leonie,F,166,1962
5052,Christopher,M,710,1962
5053,Elizabeth,F,578,1962
5054,Dean,M,146,1962
5055,Pamela,F,165,1962
5056,Wayne,M,710,1962
5057,Linda,F,549,1962
5058,Leslie,M,141,1962
5059,Janet,F,164,1962
5060,Ian,M,658,1962
5061,Christine,F,542,1962
5062,Adam,M,141,1962
5063,Bronwyn,F,150,1962
5064,Glenn,M,640,1962
5065,Tracey,F,538,1962
5066,Douglas,M,136,1962
5067,Heather,F,148,1962
5068,Brett,M,559,1962
5069,Wendy,F,518,1962
5070,Simon,M,134,1962
5071,Katherine,F,146,1962
5072,Richard,M,528,1962
5073,Robyn,F,510,1962
5074,Edward,M,128,1962
5075,Anna,F,146,1962
5076,James,M,498,1962
5077,Margaret,F,507,1962
5078,Donald,M,125,1962
5079,Roslyn,F,144,1962
5080,Geoffrey,M,479,1962
5081,Helen,F,484,1962
5082,Roger,M,113,1962
5083,Sally,F,136,1962
5084,Kevin,M,458,1962
5085,Vicki,F,455,1962
5086,Nicholas,M,113,1962
5087,Rosemary,F,131,1962
5088,Gary,M,456,1962
5089,Debra,F,429,1962
5090,Keith,M,112,1962
5091,Ruth,F,130,1962
5092,Phillip,M,452,1962
5093,Suzanne,F,411,1962
5094,Noel,M,111,1962
5095,Lesley,F,128,1962
5096,Scott,M,451,1962
5097,Anne,F,410,1962
5098,Bernard,M,109,1962
5099,Jo,F,128,1962
5100,Peter,M,2274,1961
5101,Jennifer,F,1149,1961
5102,Bradley,M,224,1961
5103,Ann,F,215,1961
5104,David,M,2244,1961
5105,Karen,F,1086,1961
5106,Allan,M,223,1961
5107,Tracy,F,214,1961
5108,Mark,M,2151,1961
5109,Susan,F,1046,1961
5110,Martin,M,206,1961
5111,Michele,F,207,1961
5112,Michael,M,2097,1961
5113,Julie,F,963,1961
5114,George,M,192,1961
5115,Alison,F,200,1961
5116,John,M,1766,1961
5117,Deborah,F,935,1961
5118,Russell,M,189,1961
5119,Gail,F,197,1961
5120,Stephen,M,1539,1961
5121,Donna,F,752,1961
5122,Stuart,M,187,1961
5123,Maree,F,191,1961
5124,Robert,M,1362,1961
5125,Sharon,F,739,1961
5126,Patrick,M,179,1961
5127,Janelle,F,186,1961
5128,Gregory,M,1270,1961
5129,Kim,F,706,1961
5130,Donald,M,177,1961
5131,Barbara,F,183,1961
5132,Paul,M,1217,1961
5133,Michelle,F,670,1961
5134,Tony,M,177,1961
5135,Belinda,F,182,1961
5136,Anthony,M,1202,1961
5137,Joanne,F,650,1961
5138,Thomas,M,168,1961
5139,Leonie,F,181,1961
5140,Christopher,M,759,1961
5141,Catherine,F,646,1961
5142,Joseph,M,162,1961
5143,Katherine,F,176,1961
5144,Wayne,M,758,1961
5145,Christine,F,637,1961
5146,Terry,M,161,1961
5147,Anna,F,175,1961
5148,Steven,M,749,1961
5149,Sandra,F,630,1961
5150,Malcolm,M,160,1961
5151,Janet,F,175,1961
5152,Ian,M,743,1961
5153,Robyn,F,604,1961
5154,Keith,M,158,1961
5155,Angela,F,171,1961
5156,Andrew,M,727,1961
5157,Elizabeth,F,598,1961
5158,Leslie,M,153,1961
5159,Sally,F,165,1961
5160,Craig,M,725,1961
5161,Debra,F,560,1961
5162,Ricky,M,135,1961
5163,Colleen,F,160,1961
5164,Glenn,M,601,1961
5165,Wendy,F,556,1961
5166,Edward,M,134,1961
5167,Tanya,F,159,1961
5168,Brett,M,547,1961
5169,Margaret,F,551,1961
5170,Dean,M,132,1961
5171,Jo,F,158,1961
5172,Richard,M,536,1961
5173,Vicki,F,539,1961
5174,Daniel,M,132,1961
5175,Rosemary,F,158,1961
5176,Gary,M,531,1961
5177,Helen,F,515,1961
5178,Darryl,M,128,1961
5179,Heather,F,153,1961
5180,James,M,502,1961
5181,Linda,F,510,1961
5182,Douglas,M,126,1961
5183,Lee,F,151,1961
5184,Kevin,M,479,1961
5185,Leanne,F,492,1961
5186,Terrence,M,122,1961
5187,Pamela,F,150,1961
5188,Geoffrey,M,456,1961
5189,Anne,F,481,1961
5190,Dennis,M,118,1961
5191,Roslyn,F,148,1961
5192,Brian,M,437,1961
5193,Tracey,F,478,1961
5194,Simon,M,117,1961
5195,Bronwyn,F,147,1961
5196,William,M,419,1961
5197,Mary,F,443,1961
5198,Gordon,M,115,1961
5199,Lorraine,F,141,1961
5200,Peter,M,2335,1960
5201,Jennifer,F,1217,1960
5202,Thomas,M,198,1960
5203,Amanda,F,212,1960
5204,Mark,M,2040,1960
5205,Julie,F,1086,1960
5206,Martin,M,189,1960
5207,Pamela,F,209,1960
5208,David,M,1990,1960
5209,Susan,F,1082,1960
5210,Russell,M,188,1960
5211,Maree,F,202,1960
5212,Michael,M,1850,1960
5213,Deborah,F,915,1960
5214,Malcolm,M,186,1960
5215,Janet,F,202,1960
5216,John,M,1748,1960
5217,Karen,F,908,1960
5218,Stuart,M,182,1960
5219,Lisa,F,200,1960
5220,Stephen,M,1616,1960
5221,Kim,F,770,1960
5222,Keith,M,169,1960
5223,Barbara,F,198,1960
5224,Robert,M,1346,1960
5225,Debra,F,683,1960
5226,Glen,M,165,1960
5227,Fiona,F,178,1960
5228,Gregory,M,1224,1960
5229,Sharon,F,677,1960
5230,Leslie,M,164,1960
5231,Leonie,F,173,1960
5232,Paul,M,1182,1960
5233,Christine,F,609,1960
5234,Tony,M,161,1960
5235,Tracy,F,163,1960
5236,Anthony,M,1007,1960
5237,Donna,F,594,1960
5238,Donald,M,159,1960
5239,Alison,F,159,1960
5240,Ian,M,785,1960
5241,Robyn,F,588,1960
5242,Douglas,M,155,1960
5243,Heather,F,154,1960
5244,Steven,M,784,1960
5245,Catherine,F,574,1960
5246,Matthew,M,149,1960
5247,Bronwyn,F,151,1960
5248,Wayne,M,782,1960
5249,Margaret,F,555,1960
5250,Terry,M,146,1960
5251,Sally,F,148,1960
5252,Christopher,M,764,1960
5253,Elizabeth,F,552,1960
5254,Joseph,M,141,1960
5255,Angela,F,143,1960
5256,Craig,M,583,1960
5257,Helen,F,552,1960
5258,Darryl,M,138,1960
5259,Lesley,F,142,1960
5260,Richard,M,557,1960
5261,Sandra,F,543,1960
5262,Nicholas,M,135,1960
5263,Lorraine,F,142,1960
5264,James,M,555,1960
5265,Vicki,F,534,1960
5266,Edward,M,134,1960
5267,Lynne,F,142,1960
5268,Andrew,M,550,1960
5269,Michelle,F,533,1960
5270,Patrick,M,133,1960
5271,Jo,F,139,1960
5272,William,M,485,1960
5273,Wendy,F,525,1960
5274,Simon,M,131,1960
5275,Rosemary,F,138,1960
5276,Brett,M,483,1960
5277,Joanne,F,509,1960
5278,Ricky,M,123,1960
5279,Roslyn,F,138,1960
5280,Kevin,M,469,1960
5281,Cheryl,F,486,1960
5282,Dennis,M,120,1960
5283,Colleen,F,136,1960
5284,Brian,M,461,1960
5285,Mary,F,468,1960
5286,Daniel,M,120,1960
5287,Belinda,F,130,1960
5288,Phillip,M,460,1960
5289,Anne,F,463,1960
5290,Noel,M,115,1960
5291,Anna,F,130,1960
5292,Gary,M,454,1960
5293,Kerry,F,432,1960
5294,Terrence,M,113,1960
5295,Jacqueline,F,130,1960
5296,Garry,M,448,1960
5297,Patricia,F,428,1960
5298,Charles,M,111,1960
5299,Tanya,F,126,1960
5300,Joshua,M,1002,1998
5301,Jack,M,932,1998
5302,Lachlan,M,816,1998
5303,Matthew,M,802,1998
5304,Daniel,M,761,1998
5305,Thomas,M,751,1998
5306,James,M,749,1998
5307,Nichola,M,671,1998
5308,Benjamin,M,574,1998
5309,William,M,560,1998
5310,Luke,M,547,1998
5311,Liam,M,531,1998
5312,Jordan,M,513,1998
5313,Michael,M,502,1998
5314,Samuel,M,498,1998
5315,Jacob,M,490,1998
5316,Alexander,M,480,1998
5317,Jake,M,473,1998
5318,Mitchel,M,469,1998
5319,Ryan,M,460,1998
5320,Dylan,M,456,1998
5321,Nathan,M,452,1998
5322,Christopher,M,407,1998
5323,Jayden,M,395,1998
5324,Andrew,M,363,1998
5325,Adam,M,332,1998
5326,Kyle,M,324,1998
5327,Blake,M,323,1998
5328,Connor,M,321,1998
5329,Zachary,M,316,1998
5330,Cameron,M,302,1998
5331,Harrison,M,280,1998
5332,Patrick,M,278,1998
5333,Ethan,M,277,1998
5334,Brandon,M,260,1998
5335,Anthony,M,250,1998
5336,Bradley,M,243,1998
5337,Jackson,M,241,1998
5338,Joseph,M,239,1998
5339,Aaron,M,238,1998
5340,Jesse,M,236,1998
5341,Hayden,M,230,1998
5342,David,M,229,1998
5343,Bailey,M,214,1998
5344,John,M,206,1998
5345,Jason,M,203,1998
5346,Timothy,M,202,1998
5347,Angus,M,200,1998
5348,Isaac,M,199,1998
5349,Joel,M,198,1998
5350,Justin,M,185,1998
5351,Callum,M,177,1998
5352,Corey,M,176,1998
5353,Sean,M,175,1998
5354,Tyler,M,164,1998
5355,Harry,M,163,1998
5356,Brendan,M,163,1998
5357,Oliver,M,158,1998
5358,Peter,M,156,1998
5359,Jarrod,M,154,1998
5360,Alex,M,149,1998
5361,Cooper,M,145,1998
5362,Jonathan,M,145,1998
5363,Jeremy,M,143,1998
5364,Christian,M,138,1998
5365,George,M,136,1998
5366,Cody,M,133,1998
5367,Riley,M,131,1998
5368,Max,M,130,1998
5369,Aidan,M,129,1998
5370,Caleb,M,128,1998
5371,Brock,M,128,1998
5372,Robert,M,123,1998
5373,Mark,M,123,1998
5374,Lucas,M,121,1998
5375,Kevin,M,117,1998
5376,Sam,M,114,1998
5377,Dean,M,112,1998
5378,Rhys,M,110,1998
5379,Charles,M,110,1998
5380,Reece,M,105,1998
5381,Hamish,M,104,1998
5382,Ben,M,103,1998
5383,Zac,M,98,1998
5384,Bryce,M,98,1998
5385,Adrian,M,95,1998
5386,Paul,M,95,1998
5387,Travis,M,94,1998
5388,Brayden,M,94,1998
5389,Brodie,M,93,1998
5390,Jamie,M,93,1998
5391,Dominic,M,92,1998
5392,Scott,M,91,1998
5393,Steven,M,90,1998
5394,Henry,M,88,1998
5395,Edward,M,86,1998
5396,Tristan,M,83,1998
5397,Oscar,M,81,1998
5398,Sebastian,M,79,1998
5399,Ali,M,78,1998
5400,Emily,F,816,1998
5401,Jessica,F,702,1998
5402,Sarah,F,662,1998
5403,Chloe,F,570,1998
5404,Olivia,F,513,1998
5405,Georgia,F,507,1998
5406,Emma,F,477,1998
5407,Isabella,F,383,1998
5408,Hannah,F,367,1998
5409,Sophie,F,361,1998
5410,Samantha,F,331,1998
5411,Caitlin,F,300,1998
5412,Grace,F,300,1998
5413,Lauren,F,295,1998
5414,Brooke,F,274,1998
5415,Rebecca,F,253,1998
5416,Courtney,F,248,1998
5417,Laura,F,248,1998
5418,Maddison,F,246,1998
5419,Alexandr,F,242,1998
5420,Gabriell,F,241,1998
5421,Jasmine,F,230,1998
5422,Rachel,F,221,1998
5423,Stephani,F,218,1998
5424,Chelsea,F,217,1998
5425,Natasha,F,210,1998
5426,Taylor,F,207,1998
5427,Brittany,F,203,1998
5428,Jade,F,203,1998
5429,Ashleigh,F,189,1998
5430,Elizabeth,F,183,1998
5431,Hayley,F,181,1998
5432,Lucy,F,174,1998
5433,Kate,F,172,1998
5434,Natalie,F,170,1998
5435,Brianna,F,169,1998
5436,Charlott,F,165,1998
5437,Claudia,F,158,1998
5438,Madison,F,153,1998
5439,Madelein,F,151,1998
5440,Lily,F,145,1998
5441,Amelia,F,145,1998
5442,Kayla,F,144,1998
5443,Ruby,F,138,1998
5444,Erin,F,135,1998
5445,Holly,F,134,1998
5446,Madeline,F,132,1998
5447,Ella,F,132,1998
5448,Amber,F,132,1998
5449,Monique,F,130,1998
5450,Tayla,F,130,1998
5451,Amy,F,129,1998
5452,Claire,F,127,1998
5453,Abbey,F,126,1998
5454,Tara,F,124,1998
5455,Nicole,F,123,1998
5456,Taylah,F,123,1998
5457,Ashley,F,123,1998
5458,Christin,F,122,1998
5459,Isabelle,F,121,1998
5460,Paige,F,120,1998
5461,Bianca,F,119,1998
5462,Victoria,F,119,1998
5463,Anna,F,118,1998
5464,Tahlia,F,109,1998
5465,Eliza,F,107,1998
5466,Kiara,F,107,1998
5467,Shania,F,107,1998
5468,Zoe,F,105,1998
5469,Molly,F,104,1998
5470,Lara,F,103,1998
5471,Mikayla,F,103,1998
5472,Danielle,F,102,1998
5473,Michelle,F,100,1998
5474,Julia,F,100,1998
5475,Cassandr,F,99,1998
5476,Megan,F,98,1998
5477,Alyssa,F,98,1998
5478,Ebony,F,97,1998
5479,Kaitlyn,F,96,1998
5480,Rachael,F,96,1998
5481,Angela,F,92,1998
5482,Bethany,F,92,1998
5483,Jennifer,F,91,1998
5484,Sophia,F,90,1998
5485,Alicia,F,90,1998
5486,Amanda,F,88,1998
5487,Melissa,F,87,1998
5488,Rhiannon,F,86,1998
5489,Phoebe,F,84,1998
5490,Breanna,F,84,1998
5491,Vanessa,F,81,1998
5492,Shannon,F,80,1998
5493,Katie,F,79,1998
5494,Abby,F,78,1998
5495,Casey,F,77,1998
5496,Jordan,F,77,1998
5497,Catherin,F,75,1998
5498,Paris,F,75,1998
5499,Katherine,F,74,1998
